Parameters: 
delta_t : 0.000001 
equillibrium_threshold : 0.000010 
max_cycles : 90000000.000000 
sample_frequency : 100000.000000 
Run Time : 4560.008368 

DATA START
t                       |A                       |B                       |P                       |Q                       |X                       |Y                       |Z                       |
6.7500000000000000e+01  |5.9303259779203109e-02  |5.8172684354822653e-02  |1.7799571456221541e-03  |7.2041952874164934e-04  |4.9971285141837017e-11  |4.7685116724042231e-05  |2.3248199060523364e-08  |
6.7599999999999994e+01  |5.9302883839437250e-02  |5.8172682028905416e-02  |1.7807113508067952e-03  |7.2041952875249136e-04  |4.9975881796954385e-11  |4.6933236399110525e-05  |2.3249016983353530e-08  |
6.7700000000000003e+01  |5.9302513829652195e-02  |5.8172679702988180e-02  |1.7814536962455266e-03  |7.2041952876333339e-04  |4.9980563059815602e-11  |4.6193215908331120e-05  |2.3249962453927402e-08  |
6.7799999999999997e+01  |5.9302149656238284e-02  |5.8172677377070943e-02  |1.7821843691607005e-03  |7.2041952877417541e-04  |4.9985330159612331e-11  |4.5464868041670617e-05  |2.3251027109053586e-08  |
6.7899999999999991e+01  |5.9301791227067267e-02  |5.8172675050583017e-02  |1.7829035538149520e-03  |7.2041952878501743e-04  |4.9990184348772210e-11  |4.4748008548050897e-05  |2.3252203436352756e-08  |
6.8000000000000000e+01  |5.9301438451465724e-02  |5.8172672723971891e-02  |1.7836114315580476e-03  |7.2041952879585945e-04  |4.9995126903332242e-11  |4.4042456088508909e-05  |2.3253484694330677e-08  |
6.8099999999999994e+01  |5.9301091240194163e-02  |5.8172670397360765e-02  |1.7843081808731347e-03  |7.2041952880670147e-04  |5.0000159123308580e-11  |4.3348032190092252e-05  |2.3254864840099971e-08  |
6.8200000000000003e+01  |5.9300749505423550e-02  |5.8172668070184355e-02  |1.7849939774221950e-03  |7.2041952881754349e-04  |5.0005282333076443e-11  |4.2664561200481102e-05  |2.3256338463939872e-08  |
6.8299999999999997e+01  |5.9300413160713585e-02  |5.8172665742879340e-02  |1.7856689940905790e-03  |7.2041952882838552e-04  |5.0010497881771366e-11  |4.1991870243336375e-05  |2.3257900730133507e-08  |
6.8399999999999991e+01  |5.9300082120989681e-02  |5.8172663415574324e-02  |1.7863334010312809e-03  |7.2041952883922754e-04  |5.0015807143679988e-11  |4.1329789174342218e-05  |2.3259547323473037e-08  |
6.8500000000000000e+01  |5.9299756302522162e-02  |5.8172661087602669e-02  |1.7869873657080839e-03  |7.2041952885006956e-04  |5.0021211518644913e-11  |4.0678150537953067e-05  |2.3261274400821560e-08  |
6.8599999999999994e+01  |5.9299435622904850e-02  |5.8172658759603764e-02  |1.7876310529382606e-03  |7.2041952886091158e-04  |5.0026712432493389e-11  |4.0036789524821722e-05  |2.3263078547340703e-08  |
6.8700000000000003e+01  |5.9299120001033656e-02  |5.8172656431435189e-02  |1.7882646249343316e-03  |7.2041952887175360e-04  |5.0032311337448722e-11  |3.9405543929902102e-05  |2.3264956736908956e-08  |
6.8799999999999997e+01  |5.9298809357086563e-02  |5.8172654102742395e-02  |1.7888882413456000e-03  |7.2041952888259563e-04  |5.0038009712567517e-11  |3.8784254111217941e-05  |2.3266906296276580e-08  |
6.8899999999999991e+01  |5.9298503612501961e-02  |5.8172651774049601e-02  |1.7895020592985139e-03  |7.2041952889343765e-04  |5.0043809064188005e-11  |3.8172762949281470e-05  |2.3268924872713289e-08  |
6.9000000000000000e+01  |5.9298202689960867e-02  |5.8172649444904072e-02  |1.7901062334368500e-03  |7.2041952890427967e-04  |5.0049710926371418e-11  |3.7570915807159255e-05  |2.3271010404716392e-08  |
6.9099999999999994e+01  |5.9297906513365285e-02  |5.8172647115517388e-02  |1.7907009159608698e-03  |7.2041952891512169e-04  |5.0055716861372170e-11  |3.6978560491164654e-05  |2.3273161095515797e-08  |
6.9200000000000003e+01  |5.9297615007820180e-02  |5.8172644786010669e-02  |1.7912862566661671e-03  |7.2041952892596371e-04  |5.0061828460104515e-11  |3.6395547212180408e-05  |2.3275375389177634e-08  |
6.9299999999999997e+01  |5.9297328099613002e-02  |5.8172642455930096e-02  |1.7918624029816060e-03  |7.2041952893680573e-04  |5.0068047342618389e-11  |3.5821728547593369e-05  |2.3277651948928701e-08  |
6.9399999999999991e+01  |5.9297045716196865e-02  |5.8172640125849523e-02  |1.7924295000069426e-03  |7.2041952894764776e-04  |5.0074375158602480e-11  |3.5256959403828994e-05  |2.3279989637626544e-08  |
6.9500000000000000e+01  |5.9296767786170497e-02  |5.8172637795216496e-02  |1.7929876905496455e-03  |7.2041952895848978e-04  |5.0080813587868493e-11  |3.4701096979483877e-05  |2.3282387500077628e-08  |
6.9599999999999994e+01  |5.9296494239260519e-02  |5.8172635464442034e-02  |1.7935371151611439e-03  |7.2041952896933180e-04  |5.0087364340877307e-11  |3.4154000729044414e-05  |2.3284844747060011e-08  |
6.9700000000000003e+01  |5.9296225006304167e-02  |5.8172633133311343e-02  |1.7940779121728063e-03  |7.2041952898017382e-04  |5.0094029159249785e-11  |3.3615532327177377e-05  |2.3287360740918910e-08  |
6.9799999999999997e+01  |5.9295960019231229e-02  |5.8172630801842991e-02  |1.7946102177307020e-03  |7.2041952899101584e-04  |5.0100809816305296e-11  |3.3085555633585331e-05  |2.3289934982506928e-08  |
6.9899999999999991e+01  |5.9295699211045973e-02  |5.8172628470154600e-02  |1.7951341658304749e-03  |7.2041952900185786e-04  |5.0107708117603742e-11  |3.2563936658428390e-05  |2.3292567099450012e-08  |
7.0000000000000000e+01  |5.9295442515812140e-02  |5.8172626137992359e-02  |1.7956498883513563e-03  |7.2041952901269989e-04  |5.0114725901498864e-11  |3.2050543528290470e-05  |2.3295256835493606e-08  |
7.0099999999999994e+01  |5.9295189868634239e-02  |5.8172623805690826e-02  |1.7961575150895370e-03  |7.2041952902354191e-04  |5.0121865039710758e-11  |3.1545246452676928e-05  |2.3298004040945549e-08  |
7.0200000000000003e+01  |5.9294941205642056e-02  |5.8172621472834696e-02  |1.7966571737912953e-03  |7.2041952903438393e-04  |5.0129127437894849e-11  |3.1047917691061260e-05  |2.3300808664000906e-08  |
7.0299999999999997e+01  |5.9294696463973992e-02  |5.8172619139868646e-02  |1.7971489901853978e-03  |7.2041952904522595e-04  |5.0136515036245134e-11  |3.0558431520438700e-05  |2.3303670742963897e-08  |
7.0399999999999991e+01  |5.9294455581761621e-02  |5.8172616806318626e-02  |1.7976330880150138e-03  |7.2041952905606797e-04  |5.0144029810083468e-11  |3.0076664203404050e-05  |2.3306590399198492e-08  |
7.0500000000000000e+01  |5.9294218498113220e-02  |5.8172614472640299e-02  |1.7981095890690941e-03  |7.2041952906690999e-04  |5.0151673770490137e-11  |2.9602493956732443e-05  |2.3309567830810035e-08  |
7.0599999999999994e+01  |5.9293985153098916e-02  |5.8172612138396390e-02  |1.7985786132134387e-03  |7.2041952907775202e-04  |5.0159448964917780e-11  |2.9135800920459716e-05  |2.3312603306922095e-08  |
7.0700000000000003e+01  |5.9293755487735460e-02  |5.8172609803961245e-02  |1.7990402784209755e-03  |7.2041952908859404e-04  |5.0167357477848364e-11  |2.8676467127454341e-05  |2.3315697162563517e-08  |
7.0799999999999997e+01  |5.9293529443970656e-02  |5.8172607469023446e-02  |1.7994947008018335e-03  |7.2041952909943606e-04  |5.0175401431435406e-11  |2.8224376473469382e-05  |2.3318849794031151e-08  |
7.0899999999999991e+01  |5.9293306964669411e-02  |5.8172605133789849e-02  |1.7999419946327089e-03  |7.2041952911027808e-04  |5.0183582986184838e-11  |2.7779414687674102e-05  |2.3322061654761966e-08  |
7.1000000000000000e+01  |5.9293087993598864e-02  |5.8172602798158161e-02  |1.8003822723859715e-03  |7.2041952912112010e-04  |5.0191904341631368e-11  |2.7341469303648482e-05  |2.3325333251590364e-08  |
7.1099999999999994e+01  |5.9292872475414107e-02  |5.8172600462087103e-02  |1.8008156447582037e-03  |7.2041952913196212e-04  |5.0200367737040134e-11  |2.6910429630841155e-05  |2.3328665141429874e-08  |
7.1200000000000003e+01  |5.9292660355644067e-02  |5.8172598125761525e-02  |1.8012422206982010e-03  |7.2041952914280415e-04  |5.0208975452121623e-11  |2.6486186726479175e-05  |2.3332057928264755e-08  |
7.1299999999999997e+01  |5.9292451580677273e-02  |5.8172595788816353e-02  |1.8016621074347400e-03  |7.2041952915364617e-04  |5.0217729807752560e-11  |2.6068633367923641e-05  |2.3335512260493175e-08  |
7.1399999999999991e+01  |5.9292246097749711e-02  |5.8172593451656464e-02  |1.8020754105037620e-03  |7.2041952916448819e-04  |5.0226633166733961e-11  |2.5657664025460907e-05  |2.3339028828531789e-08  |
7.1500000000000000e+01  |5.9292043854929928e-02  |5.8172591113943108e-02  |1.8024822337750210e-03  |7.2041952917533021e-04  |5.0235687934535348e-11  |2.5253174835533580e-05  |2.3342608362690710e-08  |
7.1599999999999994e+01  |5.9291844801106150e-02  |5.8172588775842089e-02  |1.8028826794786374e-03  |7.2041952918617223e-04  |5.0244896560083632e-11  |2.4855063574385172e-05  |2.3346251631293404e-08  |
7.1700000000000003e+01  |5.9291648885974241e-02  |5.8172586437434844e-02  |1.8032768482308939e-03  |7.2041952919701426e-04  |5.0254261536551549e-11  |2.4463229632131177e-05  |2.3349959438987243e-08  |
7.1799999999999997e+01  |5.9291456060023527e-02  |5.8172584098361957e-02  |1.8036648390598463e-03  |7.2041952920785628e-04  |5.0263785402162751e-11  |2.4077573987239496e-05  |2.3353732625276495e-08  |
7.1899999999999991e+01  |5.9291266274525481e-02  |5.8172581758982003e-02  |1.8040467494303543e-03  |7.2041952921869830e-04  |5.0273470741033116e-11  |2.3697999181410422e-05  |2.3357572063216854e-08  |
7.2000000000000000e+01  |5.9291079481520396e-02  |5.8172579419186979e-02  |1.8044226752688595e-03  |7.2041952922954032e-04  |5.0283320184003216e-11  |2.3324409294864835e-05  |2.3361478658265213e-08  |
7.2099999999999994e+01  |5.9290895633806101e-02  |5.8172577078778501e-02  |1.8047927109877367e-03  |7.2041952924038234e-04  |5.0293336409507254e-11  |2.2956709922013867e-05  |2.3365453347297352e-08  |
7.2200000000000003e+01  |5.9290714684925638e-02  |5.8172574738009207e-02  |1.8051569495091894e-03  |7.2041952925122436e-04  |5.0303522144461990e-11  |2.2594808147521021e-05  |2.3369497097737440e-08  |
7.2299999999999997e+01  |5.9290536589154896e-02  |5.8172572396826404e-02  |1.8055154822887826e-03  |7.2041952926206639e-04  |5.0313880165160286e-11  |2.2238612522742460e-05  |2.3373610906818941e-08  |
7.2399999999999991e+01  |5.9290361301491817e-02  |5.8172570054977515e-02  |1.8058683993387237e-03  |7.2041952927290841e-04  |5.0324413298195168e-11  |2.1888033042538203e-05  |2.3377795800959752e-08  |
7.2500000000000000e+01  |5.9290188777644873e-02  |5.8172567712719232e-02  |1.8062157892506378e-03  |7.2041952928375043e-04  |5.0335124421410356e-11  |2.1542981122454484e-05  |2.3382052835230679e-08  |
7.2599999999999994e+01  |5.9290018974021384e-02  |5.8172565370028968e-02  |1.8065577392179788e-03  |7.2041952929459245e-04  |5.0346016464854263e-11  |2.1203369576264527e-05  |2.3386383092918212e-08  |
7.2700000000000003e+01  |5.9289851847717019e-02  |5.8172563026764497e-02  |1.8068943350582943e-03  |7.2041952930543447e-04  |5.0357092411766796e-11  |2.0869112593870984e-05  |2.3390787685176309e-08  |
7.2799999999999997e+01  |5.9289687356504202e-02  |5.8172560682926817e-02  |1.8072256612347477e-03  |7.2041952931627649e-04  |5.0368355299588458e-11  |2.0540125719549025e-05  |2.3395267750753612e-08  |
7.2899999999999991e+01  |5.9289525458822268e-02  |5.8172558338615010e-02  |1.8075518008777160e-03  |7.2041952932711852e-04  |5.0379808220989505e-11  |2.0216325830542659e-05  |2.3399824455787818e-08  |
7.3000000000000000e+01  |5.9289366113766347e-02  |5.8172555993809383e-02  |1.8078728358057626e-03  |7.2041952933796054e-04  |5.0391454324918735e-11  |1.9897631115998423e-05  |2.3404458993669127e-08  |
7.3099999999999994e+01  |5.9289209281077407e-02  |5.8172553648463243e-02  |1.8081888465464404e-03  |7.2041952934880256e-04  |5.0403296817680073e-11  |1.9583961056228643e-05  |2.3409172584965149e-08  |
7.3200000000000003e+01  |5.9289054921131193e-02  |5.8172551302451046e-02  |1.8084999123566213e-03  |7.2041952935964458e-04  |5.0415338964031043e-11  |1.9275236402309689e-05  |2.3413966477399961e-08  |
7.3299999999999997e+01  |5.9288902994929470e-02  |5.8172548955908100e-02  |1.8088061112426816e-03  |7.2041952937048660e-04  |5.0427584088312641e-11  |1.8971379155997148e-05  |2.3418841945881118e-08  |
7.3399999999999991e+01  |5.9288753464089100e-02  |5.8172546608817065e-02  |1.8091075199801207e-03  |7.2041952938132862e-04  |5.0440035575592715e-11  |1.8672312549964134e-05  |2.3423800292578164e-08  |
7.3500000000000000e+01  |5.9288606290833129e-02  |5.8172544261161294e-02  |1.8094042141331961e-03  |7.2041952939217065e-04  |5.0452696872844695e-11  |1.8377961028349199e-05  |2.3428842847044574e-08  |
7.3599999999999994e+01  |5.9288461437980118e-02  |5.8172541912924786e-02  |1.8096962680738955e-03  |7.2041952940301267e-04  |5.0465571490149178e-11  |1.8088250227615003e-05  |2.3433970966380310e-08  |
7.3700000000000003e+01  |5.9288318868935957e-02  |5.8172539564092157e-02  |1.8099837550009279e-03  |7.2041952941385469e-04  |5.0478663001925056e-11  |1.7803106957708266e-05  |2.3439186035432601e-08  |
7.3799999999999997e+01  |5.9288178547683763e-02  |5.8172537214582681e-02  |1.8102667469581464e-03  |7.2041952942469671e-04  |5.0491975048186238e-11  |1.7522459183518655e-05  |2.3444489467033921e-08  |
7.3899999999999991e+01  |5.9288040438774746e-02  |5.8172534864445236e-02  |1.8105453148528801e-03  |7.2041952943553873e-04  |5.0505511335831634e-11  |1.7246236006631983e-05  |2.3449882702270633e-08  |
7.4000000000000000e+01  |5.9287904507320327e-02  |5.8172532513682595e-02  |1.8108195284737662e-03  |7.2041952944638075e-04  |5.0519275639960461e-11  |1.6974367647370647e-05  |2.3455367210787979e-08  |
7.4099999999999994e+01  |5.9287770718981690e-02  |5.8172530162281015e-02  |1.8110894565088187e-03  |7.2041952945722278e-04  |5.0533271805218728e-11  |1.6706785427121805e-05  |2.3460944491121428e-08  |
7.4200000000000003e+01  |5.9287639039962065e-02  |5.8172527810227227e-02  |1.8113551665622251e-03  |7.2041952946806480e-04  |5.0547503747179183e-11  |1.6443421750938963e-05  |2.3466616071058816e-08  |
7.4299999999999997e+01  |5.9287509436998100e-02  |5.8172525457508437e-02  |1.8116167251719011e-03  |7.2041952947890682e-04  |5.0561975453751858e-11  |1.6184210090427524e-05  |2.3472383508029540e-08  |
7.4399999999999991e+01  |5.9287381877351199e-02  |5.8172523104112271e-02  |1.8118741978262074e-03  |7.2041952948974884e-04  |5.0576690986628145e-11  |1.5929084966893313e-05  |2.3478248389519718e-08  |
7.4500000000000000e+01  |5.9287256328799498e-02  |5.8172520750026782e-02  |1.8121276489805297e-03  |7.2041952950059086e-04  |5.0591654482758698e-11  |1.5677981934763147e-05  |2.3484212333512429e-08  |
7.4599999999999994e+01  |5.9287132759629310e-02  |5.8172518395240416e-02  |1.8123771420736523e-03  |7.2041952951143289e-04  |5.0606870155865756e-11  |1.5430837565265929e-05  |2.3490276988951404e-08  |
7.4700000000000003e+01  |5.9287011138627117e-02  |5.8172516039741995e-02  |1.8126227395437475e-03  |7.2041952952227491e-04  |5.0622342297992013e-11  |1.5187589430370698e-05  |2.3496444036231940e-08  |
7.4799999999999997e+01  |5.9286891435072889e-02  |5.8172513683520687e-02  |1.8128645028442048e-03  |7.2041952953311693e-04  |5.0638075281086466e-11  |1.4948176086983094e-05  |2.3502715187709162e-08  |
7.4899999999999991e+01  |5.9286773618730096e-02  |5.8172511326566007e-02  |1.8131024924592845e-03  |7.2041952954395895e-04  |5.0654073558626416e-11  |1.4712537061386132e-05  |2.3509092188233655e-08  |
7.5000000000000000e+01  |5.9286657659840293e-02  |5.8172508968867796e-02  |1.8133367679192727e-03  |7.2041952955480097e-04  |5.0670341667280850e-11  |1.4480612833931780e-05  |2.3515576815706632e-08  |
7.5099999999999994e+01  |5.9286543529113986e-02  |5.8172506610416196e-02  |1.8135673878156800e-03  |7.2041952956564299e-04  |5.0686884228611550e-11  |1.4252344823972442e-05  |2.3522170881655791e-08  |
7.5200000000000003e+01  |5.9286431197723574e-02  |5.8172504251132712e-02  |1.8137944098160256e-03  |7.2041952957648502e-04  |5.0703705950814972e-11  |1.4027675375032168e-05  |2.3528876231836255e-08  |
7.5299999999999997e+01  |5.9286320637296601e-02  |5.8172501891058610e-02  |1.8140178906784522e-03  |7.2041952958732704e-04  |5.0720811630511724e-11  |1.3806547740211839e-05  |2.3535694746848476e-08  |
7.5399999999999991e+01  |5.9286211819908195e-02  |5.8172499530194530e-02  |1.8142378862660347e-03  |7.2041952959816906e-04  |5.0738206154572271e-11  |1.3588906067824001e-05  |2.3542628342779694e-08  |
7.5500000000000000e+01  |5.9286104718074141e-02  |5.8172497168531963e-02  |1.8144544515609710e-03  |7.2041952960901108e-04  |5.0755894501991081e-11  |1.3374695387258023e-05  |2.3549678971865565e-08  |
7.5599999999999994e+01  |5.9285999304743486e-02  |5.8172494806062645e-02  |1.8146676406785430e-03  |7.2041952961985310e-04  |5.0773881745806139e-11  |1.3163861595066124e-05  |2.3556848623174178e-08  |
7.5700000000000003e+01  |5.9285895553292244e-02  |5.8172492442752952e-02  |1.8148775068807220e-03  |7.2041952963069512e-04  |5.0792173055065750e-11  |1.2956351441269647e-05  |2.3564139323308879e-08  |
7.5799999999999997e+01  |5.9285793437517005e-02  |5.8172490078509873e-02  |1.8150841025896536e-03  |7.2041952964153715e-04  |5.0810773696843686e-11  |1.2752112515883852e-05  |2.3571553137132292e-08  |
7.5899999999999991e+01  |5.9285692931626499e-02  |5.8172487713429144e-02  |1.8152874794010896e-03  |7.2041952965237917e-04  |5.0829689038308436e-11  |1.2551093235654225e-05  |2.3579092168516211e-08  |
7.6000000000000000e+01  |5.9285594010237454e-02  |5.8172485347503543e-02  |1.8154876880972087e-03  |7.2041952966322119e-04  |5.0848924548836686e-11  |1.2353242831002016e-05  |2.3586758561106795e-08  |
7.6099999999999994e+01  |5.9285496648366340e-02  |5.8172482980640337e-02  |1.8156847786595944e-03  |7.2041952967406321e-04  |5.0868485802182406e-11  |1.2158511333178830e-05  |2.3594554499116236e-08  |
7.6200000000000003e+01  |5.9285400821424104e-02  |5.8172480612832471e-02  |1.8158788002818821e-03  |7.2041952968490523e-04  |5.0888378478706157e-11  |1.1966849561621490e-05  |2.3602482208132443e-08  |
7.6299999999999997e+01  |5.9285306505209329e-02  |5.8172478244152614e-02  |1.8160698013821865e-03  |7.2041952969574725e-04  |5.0908608367656327e-11  |1.1778209111507454e-05  |2.3610543955958160e-08  |
7.6399999999999991e+01  |5.9285213675902802e-02  |5.8172475874477762e-02  |1.8162578296153306e-03  |7.2041952970658928e-04  |5.0929181369502579e-11  |1.1592542341508601e-05  |2.3618742053464738e-08  |
7.6500000000000000e+01  |5.9285122310060286e-02  |5.8172473503838223e-02  |1.8164429318849606e-03  |7.2041952971743130e-04  |5.0950103498341652e-11  |1.1409802361737268e-05  |2.3627078855472941e-08  |
7.6599999999999994e+01  |5.9285032384608333e-02  |5.8172471132271489e-02  |1.8166251543554018e-03  |7.2041952972827332e-04  |5.0971380884356326e-11  |1.1229943021883061e-05  |2.3635556761660918e-08  |
7.6700000000000003e+01  |5.9284943876836645e-02  |5.8172468759618914e-02  |1.8168045424632852e-03  |7.2041952973911534e-04  |5.0993019776332781e-11  |1.1052918899536638e-05  |2.3644178217489980e-08  |
7.6799999999999997e+01  |5.9284856764393476e-02  |5.8172466386052807e-02  |1.8169811409290912e-03  |7.2041952974995736e-04  |5.1015026544263265e-11  |1.0878685288699669e-05  |2.3652945715160011e-08  |
7.6899999999999991e+01  |5.9284771025279702e-02  |5.8172464011341879e-02  |1.8171549937684233e-03  |7.2041952976079938e-04  |5.1037407681984890e-11  |1.0707198188475310e-05  |2.3661861794588491e-08  |
7.7000000000000000e+01  |5.9284686637843212e-02  |5.8172461635689066e-02  |1.8173261443032243e-03  |7.2041952977164141e-04  |5.1060169809925770e-11  |1.0538414291936531e-05  |2.3670929044414988e-08  |
7.7099999999999994e+01  |5.9284603580773351e-02  |5.8172459258864349e-02  |1.8174946351726398e-03  |7.2041952978248343e-04  |5.1083319677880874e-11  |1.0372290975172657e-05  |2.3680150103034179e-08  |
7.7200000000000003e+01  |5.9284521833095599e-02  |5.8172456881030288e-02  |1.8176605083438898e-03  |7.2041952979332545e-04  |5.1106864167903981e-11  |1.0208786286506682e-05  |2.3689527659654748e-08  |
7.7299999999999997e+01  |5.9284441374166247e-02  |5.8172454502052613e-02  |1.8178238051227719e-03  |7.2041952980416747e-04  |5.1130810297237289e-11  |1.0047858935884958e-05  |2.3699064455385807e-08  |
7.7399999999999991e+01  |5.9284362183667408e-02  |5.8172452121952788e-02  |1.8179845661642400e-03  |7.2041952981500949e-04  |5.1155165221348803e-11  |9.8894682844330114e-06  |2.3708763284353925e-08  |
7.7500000000000000e+01  |5.9284284241601301e-02  |5.8172449740760621e-02  |1.8181428314826182e-03  |7.2041952982585152e-04  |5.1179936237034679e-11  |9.7335743341769864e-06  |2.3718626994849542e-08  |
7.7599999999999994e+01  |5.9284207528285872e-02  |5.8172447358336175e-02  |1.8182986404617360e-03  |7.2041952983669354e-04  |5.1205130785604599e-11  |9.5801377179287406e-06  |2.3728658490498923e-08  |
7.7700000000000003e+01  |5.9284132024349415e-02  |5.8172444974748438e-02  |1.8184520318648514e-03  |7.2041952984753556e-04  |5.1230756456168049e-11  |9.4291196893279176e-06  |2.3738860731478565e-08  |
7.7799999999999997e+01  |5.9284057710725833e-02  |5.8172442589986016e-02  |1.8186030438445428e-03  |7.2041952985837758e-04  |5.1256820988991634e-11  |9.2804821130435071e-06  |2.3749236735749361e-08  |
7.7899999999999991e+01  |5.9283984568649563e-02  |5.8172440204011827e-02  |1.8187517139522820e-03  |7.2041952986921960e-04  |5.1283332278956633e-11  |9.1341874551304461e-06  |2.3759789580330020e-08  |
7.8000000000000000e+01  |5.9283912579651196e-02  |5.8172437816736131e-02  |1.8188980791479699e-03  |7.2041952988006162e-04  |5.1310298379110128e-11  |8.9901987735370456e-06  |2.3770522402605634e-08  |
7.8099999999999994e+01  |5.9283841725552448e-02  |5.8172435428210920e-02  |1.8190421758092334e-03  |7.2041952989090365e-04  |5.1337727504319664e-11  |8.8484797087632526e-06  |2.3781438401669152e-08  |
7.8200000000000003e+01  |5.9283771988462200e-02  |5.8172433038408133e-02  |1.8191840397407170e-03  |7.2041952990174567e-04  |5.1365628035017240e-11  |8.7089944746659924e-06  |2.3792540839697694e-08  |
7.8299999999999997e+01  |5.9283703350770989e-02  |5.8172430647300703e-02  |1.8193237061832734e-03  |7.2041952991258769e-04  |5.1394008521055424e-11  |8.5717078494116551e-06  |2.3803833043368870e-08  |
7.8399999999999991e+01  |5.9283635795147151e-02  |5.8172428254862490e-02  |1.8194612098220539e-03  |7.2041952992342971e-04  |5.1422877685669967e-11  |8.4365851665683079e-06  |2.3815318405315870e-08  |
7.8500000000000000e+01  |5.9283569304532914e-02  |5.8172425861068251e-02  |1.8195965847965625e-03  |7.2041952993427173e-04  |5.1452244429554133e-11  |8.3035923063402271e-06  |2.3827000385618600e-08  |
7.8599999999999994e+01  |5.9283503862138744e-02  |5.8172423465893588e-02  |1.8197298647084179e-03  |7.2041952994511375e-04  |5.1482117835045789e-11  |8.1726956869414012e-06  |2.3838882513340375e-08  |
7.8700000000000003e+01  |5.9283439451440358e-02  |5.8172421069314896e-02  |1.8198610826300769e-03  |7.2041952995595578e-04  |5.1512507170436156e-11  |8.0438622561048471e-06  |2.3850968388101658e-08  |
7.8799999999999997e+01  |5.9283376056174231e-02  |5.8172418671309331e-02  |1.8199902711132103e-03  |7.2041952996679780e-04  |5.1543421894399533e-11  |7.9170594827259506e-06  |2.3863261681702072e-08  |
7.8899999999999991e+01  |5.9283313660332952e-02  |5.8172416271854786e-02  |1.8201174621969131e-03  |7.2041952997763982e-04  |5.1574871660550943e-11  |7.7922553486368063e-06  |2.3875766139783819e-08  |
7.9000000000000000e+01  |5.9283252248162020e-02  |5.8172413870929834e-02  |1.8202426874158145e-03  |7.2041952998848184e-04  |5.1606866322135315e-11  |7.6694183405120787e-06  |2.3888485583543283e-08  |
7.9099999999999994e+01  |5.9283191804154867e-02  |5.8172411468513721e-02  |1.8203659778080535e-03  |7.2041952999932386e-04  |5.1639415936851501e-11  |7.5485174419020883e-06  |2.3901423911491654e-08  |
7.9200000000000003e+01  |5.9283132313049942e-02  |5.8172409064560067e-02  |1.8204873639231327e-03  |7.2041953001016588e-04  |5.1672530771817764e-11  |7.4295221253905274e-06  |2.3914585101259953e-08  |
7.9299999999999997e+01  |5.9283073759826208e-02  |5.8172406659023158e-02  |1.8206068758296582e-03  |7.2041953002100791e-04  |5.1706221308682742e-11  |7.3124023448777028e-06  |2.3927973211461400e-08  |
7.9399999999999991e+01  |5.9283016129699564e-02  |5.8172404251927198e-02  |1.8207245431228786e-03  |7.2041953003184993e-04  |5.1740498248889674e-11  |7.1971285279847206e-06  |2.3941592383602434e-08  |
7.9500000000000000e+01  |5.9282959408118986e-02  |5.8172401843254055e-02  |1.8208403949322527e-03  |7.2041953004269195e-04  |5.1775372519089586e-11  |7.0836715685775738e-06  |2.3955446844050380e-08  |
7.9599999999999994e+01  |5.9282903580763061e-02  |5.8172399432881508e-02  |1.8209544599287802e-03  |7.2041953005353397e-04  |5.1810855276717198e-11  |6.9720028194094088e-06  |2.3969540906054972e-08  |
7.9700000000000003e+01  |5.9282848633536070e-02  |5.8172397020883247e-02  |1.8210667663322410e-03  |7.2041953006437599e-04  |5.1846957915747831e-11  |6.8620940848786765e-06  |2.3983878971831049e-08  |
7.9799999999999997e+01  |5.9282794552564647e-02  |5.8172394607179455e-02  |1.8211773419183480e-03  |7.2041953007521801e-04  |5.1883692072602384e-11  |6.7539176139023146e-06  |2.3998465534700295e-08  |
7.9899999999999991e+01  |5.9282741324194491e-02  |5.8172392191753346e-02  |1.8212862140257508e-03  |7.2041953008606004e-04  |5.1921069632253585e-11  |6.6474460929000775e-06  |2.4013305181293836e-08  |
8.0000000000000000e+01  |5.9282688934986380e-02  |5.8172389774569386e-02  |1.8213934095629768e-03  |7.2041953009690206e-04  |5.1959102734505338e-11  |6.5426526388912163e-06  |2.4028402593822345e-08  |
8.0099999999999994e+01  |5.9282637371713021e-02  |5.8172387355619429e-02  |1.8214989550151934e-03  |7.2041953010774408e-04  |5.1997803780470098e-11  |6.4395107926986388e-06  |2.4043762552410732e-08  |
8.0200000000000003e+01  |5.9282586621355986e-02  |5.8172384934815996e-02  |1.8216028764509984e-03  |7.2041953011858610e-04  |5.2037185439239580e-11  |6.3379945122610603e-06  |2.4059389937499112e-08  |
8.0299999999999997e+01  |5.9282536671101921e-02  |5.8172382512194004e-02  |1.8217051995288995e-03  |7.2041953012942812e-04  |5.2077260654773876e-11  |6.2380781660504936e-06  |2.4075289732324230e-08  |
8.0399999999999991e+01  |5.9282487508339587e-02  |5.8172380087698802e-02  |1.8218059495038587e-03  |7.2041953014027015e-04  |5.2118042652987979e-11  |6.1397365265938315e-06  |2.4091467025464147e-08  |
8.0500000000000000e+01  |5.9282439120656630e-02  |5.8172377661252231e-02  |1.8219051512336775e-03  |7.2041953015111217e-04  |5.2159544949072066e-11  |6.0429447640964164e-06  |2.4107927013466487e-08  |
8.0599999999999994e+01  |5.9282391495836639e-02  |5.8172375232870027e-02  |1.8220028291852676e-03  |7.2041953016195419e-04  |5.2201781355044904e-11  |5.9476784401659562e-06  |2.4124675003552974e-08  |
