Parameters: 
delta_t : 0.000000 
equillibrium_threshold : 0.000010 
max_cycles : 1000000.000000 
log_frequency : 100000.000000 
sample_frequency : 10.000000 
urea_min : 0.000000 
urea_max : 8.000000 
urea_steps : 4.000000 
Run Time : 4.391279 

DATA START
t                       |D                       |I                       |N                       |
1.1273000000000000e-02  |6.5377682643928759e-07  |2.7537786353475741e-01  |9.9972462148269528e+02  |
1.1273999999999999e-02  |6.5330145694352064e-07  |2.7517765374099984e-01  |9.9972482169296450e+02  |
1.1275000000000000e-02  |6.5282643435304459e-07  |2.7497759005219297e-01  |9.9972502175712805e+02  |
1.1276000000000000e-02  |6.5235175841470205e-07  |2.7477767236171541e-01  |9.9972522167529326e+02  |
1.1276999999999999e-02  |6.5187742887552070e-07  |2.7457790056302361e-01  |9.9972542144756630e+02  |
1.1278000000000000e-02  |6.5140344548271246e-07  |2.7437827454965152e-01  |9.9972562107405349e+02  |
1.1278999999999999e-02  |6.5092980798367377e-07  |2.7417879421521107e-01  |9.9972582055486146e+02  |
1.1280000000000000e-02  |6.5045651612598533e-07  |2.7397945945339169e-01  |9.9972601989009638e+02  |
1.1280999999999999e-02  |6.4998356965741226e-07  |2.7378027015796030e-01  |9.9972621907986479e+02  |
1.1281999999999999e-02  |6.4951096832590362e-07  |2.7358122622276165e-01  |9.9972641812427253e+02  |
1.1283000000000000e-02  |6.4903871187959266e-07  |2.7338232754171760e-01  |9.9972661702342600e+02  |
1.1283999999999999e-02  |6.4856680006679604e-07  |2.7318357400882781e-01  |9.9972681577743083e+02  |
1.1285000000000000e-02  |6.4809523263601433e-07  |2.7298496551816892e-01  |9.9972701438639319e+02  |
1.1285999999999999e-02  |6.4762400933593137e-07  |2.7278650196389487e-01  |9.9972721285041848e+02  |
1.1287000000000000e-02  |6.4715312991541459e-07  |2.7258818324023720e-01  |9.9972741116961288e+02  |
1.1287999999999999e-02  |6.4668259412351482e-07  |2.7239000924150442e-01  |9.9972760934408223e+02  |
1.1288999999999999e-02  |6.4621240170946584e-07  |2.7219197986208205e-01  |9.9972780737393180e+02  |
1.1290000000000000e-02  |6.4574255242268490e-07  |2.7199409499643290e-01  |9.9972800525926743e+02  |
1.1290999999999999e-02  |6.4527304601277140e-07  |2.7179635453909662e-01  |9.9972820300019430e+02  |
1.1292000000000000e-02  |6.4480388222950745e-07  |2.7159875838469000e-01  |9.9972840059681789e+02  |
1.1292999999999999e-02  |6.4433506082285835e-07  |2.7140130642790672e-01  |9.9972859804924337e+02  |
1.1294000000000000e-02  |6.4386658154297141e-07  |2.7120399856351707e-01  |9.9972879535757613e+02  |
1.1294999999999999e-02  |6.4339844414017688e-07  |2.7100683468636827e-01  |9.9972899252192144e+02  |
1.1295999999999999e-02  |6.4293064836498641e-07  |2.7080981469138438e-01  |9.9972918954238423e+02  |
1.1297000000000000e-02  |6.4246319396809427e-07  |2.7061293847356616e-01  |9.9972938641906933e+02  |
1.1297999999999999e-02  |6.4199608070037652e-07  |2.7041620592799070e-01  |9.9972958315208200e+02  |
1.1299000000000000e-02  |6.4152930831289083e-07  |2.7021961694981184e-01  |9.9972977974152684e+02  |
1.1299999999999999e-02  |6.4106287655687673e-07  |2.7002317143426008e-01  |9.9972997618750890e+02  |
1.1301000000000000e-02  |6.4059678518375537e-07  |2.6982686927664212e-01  |9.9973017249013253e+02  |
1.1302000000000000e-02  |6.4013103394512915e-07  |2.6963071037234132e-01  |9.9973036864950268e+02  |
1.1302999999999999e-02  |6.3966562259278172e-07  |2.6943469461681718e-01  |9.9973056466572359e+02  |
1.1304000000000000e-02  |6.3920055087867782e-07  |2.6923882190560555e-01  |9.9973076053889997e+02  |
1.1304999999999999e-02  |6.3873581855496342e-07  |2.6904309213431854e-01  |9.9973095626913585e+02  |
1.1306000000000000e-02  |6.3827142537396536e-07  |2.6884750519864437e-01  |9.9973115185653592e+02  |
1.1306999999999999e-02  |6.3780737108819086e-07  |2.6865206099434746e-01  |9.9973134730120432e+02  |
1.1308000000000000e-02  |6.3734365545032823e-07  |2.6845675941726826e-01  |9.9973154260324509e+02  |
1.1309000000000000e-02  |6.3688027821324586e-07  |2.6826160036332330e-01  |9.9973173776276235e+02  |
1.1309999999999999e-02  |6.3641723912999247e-07  |2.6806658372850495e-01  |9.9973193277986002e+02  |
1.1311000000000000e-02  |6.3595453795379750e-07  |2.6787170940888155e-01  |9.9973212765464211e+02  |
1.1311999999999999e-02  |6.3549217443806996e-07  |2.6767697730059709e-01  |9.9973232238721278e+02  |
1.1313000000000000e-02  |6.3503014833639918e-07  |2.6748238729987173e-01  |9.9973251697767546e+02  |
1.1313999999999999e-02  |6.3456845940255396e-07  |2.6728793930300121e-01  |9.9973271142613407e+02  |
1.1314999999999999e-02  |6.3410710739048319e-07  |2.6709363320635676e-01  |9.9973290573269219e+02  |
1.1316000000000000e-02  |6.3364609205431479e-07  |2.6689946890638544e-01  |9.9973309989745314e+02  |
1.1316999999999999e-02  |6.3318541314835661e-07  |2.6670544629960979e-01  |9.9973329392052062e+02  |
1.1318000000000000e-02  |6.3272507042709549e-07  |2.6651156528262793e-01  |9.9973348780199774e+02  |
1.1318999999999999e-02  |6.3226506364519767e-07  |2.6631782575211327e-01  |9.9973368154198829e+02  |
1.1320000000000000e-02  |6.3180539255750809e-07  |2.6612422760481491e-01  |9.9973387514059505e+02  |
1.1320999999999999e-02  |6.3134605691905074e-07  |2.6593077073755694e-01  |9.9973406859792169e+02  |
1.1321999999999999e-02  |6.3088705648502856e-07  |2.6573745504723922e-01  |9.9973426191407100e+02  |
1.1323000000000000e-02  |6.3042839101082296e-07  |2.6554428043083639e-01  |9.9973445508914619e+02  |
1.1323999999999999e-02  |6.2997006025199402e-07  |2.6535124678539845e-01  |9.9973464812324983e+02  |
1.1325000000000000e-02  |6.2951206396428020e-07  |2.6515835400805077e-01  |9.9973484101648512e+02  |
1.1325999999999999e-02  |6.2905440190359782e-07  |2.6496560199599323e-01  |9.9973503376895485e+02  |
1.1327000000000000e-02  |6.2859707382604165e-07  |2.6477299064650117e-01  |9.9973522638076179e+02  |
1.1328000000000000e-02  |6.2814007948788450e-07  |2.6458051985692477e-01  |9.9973541885200825e+02  |
1.1328999999999999e-02  |6.2768341864557710e-07  |2.6438818952468918e-01  |9.9973561118279724e+02  |
1.1330000000000000e-02  |6.2722709105574760e-07  |2.6419599954729434e-01  |9.9973580337323097e+02  |
1.1330999999999999e-02  |6.2677109647520195e-07  |2.6400394982231501e-01  |9.9973599542341185e+02  |
1.1332000000000000e-02  |6.2631543466092342e-07  |2.6381204024740068e-01  |9.9973618733344222e+02  |
1.1332999999999999e-02  |6.2586010537007296e-07  |2.6362027072027555e-01  |9.9973637910342461e+02  |
1.1334000000000000e-02  |6.2540510835998855e-07  |2.6342864113873843e-01  |9.9973657073346112e+02  |
1.1335000000000000e-02  |6.2495044338818489e-07  |2.6323715140066284e-01  |9.9973676222365407e+02  |
1.1335999999999999e-02  |6.2449611021235421e-07  |2.6304580140399658e-01  |9.9973695357410497e+02  |
1.1337000000000000e-02  |6.2404210859036517e-07  |2.6285459104676201e-01  |9.9973714478491604e+02  |
1.1337999999999999e-02  |6.2358843828026355e-07  |2.6266352022705614e-01  |9.9973733585618947e+02  |
1.1339000000000000e-02  |6.2313509904027119e-07  |2.6247258884305014e-01  |9.9973752678802680e+02  |
1.1339999999999999e-02  |6.2268209062878689e-07  |2.6228179679298941e-01  |9.9973771758052999e+02  |
1.1340999999999999e-02  |6.2222941280438507e-07  |2.6209114397519373e-01  |9.9973790823380045e+02  |
1.1342000000000000e-02  |6.2177706532581688e-07  |2.6190063028805705e-01  |9.9973809874793983e+02  |
1.1342999999999999e-02  |6.2132504795200955e-07  |2.6171025563004768e-01  |9.9973828912304987e+02  |
1.1344000000000000e-02  |6.2087336044206616e-07  |2.6152001989970758e-01  |9.9973847935923197e+02  |
1.1344999999999999e-02  |6.2042200255526515e-07  |2.6132992299565311e-01  |9.9973866945658733e+02  |
1.1346000000000000e-02  |6.1997097405106131e-07  |2.6113996481657442e-01  |9.9973885941521735e+02  |
1.1346999999999999e-02  |6.1952027468908440e-07  |2.6095014526123572e-01  |9.9973904923522355e+02  |
1.1347999999999999e-02  |6.1906990422914022e-07  |2.6076046422847521e-01  |9.9973923891670677e+02  |
1.1349000000000000e-02  |6.1861986243120906e-07  |2.6057092161720458e-01  |9.9973942845976808e+02  |
1.1349999999999999e-02  |6.1817014905544666e-07  |2.6038151732640946e-01  |9.9973961786450866e+02  |
1.1351000000000000e-02  |6.1772076386218442e-07  |2.6019225125514928e-01  |9.9973980713102924e+02  |
1.1351999999999999e-02  |6.1727170661192769e-07  |2.6000312330255698e-01  |9.9973999625943100e+02  |
1.1353000000000000e-02  |6.1682297706535715e-07  |2.5981413336783937e-01  |9.9974018524981454e+02  |
1.1354000000000000e-02  |6.1637457498332799e-07  |2.5962528135027646e-01  |9.9974037410228061e+02  |
1.1354999999999999e-02  |6.1592650012686996e-07  |2.5943656714922186e-01  |9.9974056281692958e+02  |
1.1356000000000000e-02  |6.1547875225718734e-07  |2.5924799066410281e-01  |9.9974075139386241e+02  |
1.1356999999999999e-02  |6.1503133113565824e-07  |2.5905955179441986e-01  |9.9974093983317937e+02  |
1.1358000000000000e-02  |6.1458423652383525e-07  |2.5887125043974674e-01  |9.9974112813498118e+02  |
1.1358999999999999e-02  |6.1413746818344494e-07  |2.5868308649973076e-01  |9.9974131629936790e+02  |
1.1360000000000000e-02  |6.1369102587638772e-07  |2.5849505987409221e-01  |9.9974150432644001e+02  |
1.1361000000000000e-02  |6.1324490936473765e-07  |2.5830717046262464e-01  |9.9974169221629757e+02  |
1.1361999999999999e-02  |6.1279911841074265e-07  |2.5811941816519485e-01  |9.9974187996904061e+02  |
1.1363000000000000e-02  |6.1235365277682383e-07  |2.5793180288174244e-01  |9.9974206758476953e+02  |
1.1363999999999999e-02  |6.1190851222557618e-07  |2.5774432451228024e-01  |9.9974225506358425e+02  |
1.1365000000000000e-02  |6.1146369651976717e-07  |2.5755698295689411e-01  |9.9974244240558460e+02  |
1.1365999999999999e-02  |6.1101920542233799e-07  |2.5736977811574263e-01  |9.9974262961087027e+02  |
1.1366999999999999e-02  |6.1057503869640297e-07  |2.5718270988905739e-01  |9.9974281667954108e+02  |
1.1368000000000000e-02  |6.1013119610524837e-07  |2.5699577817714259e-01  |9.9974300361169674e+02  |
1.1368999999999999e-02  |6.0968767741233441e-07  |2.5680898288037535e-01  |9.9974319040743717e+02  |
1.1370000000000000e-02  |6.0924448238129318e-07  |2.5662232389920542e-01  |9.9974337706686151e+02  |
1.1370999999999999e-02  |6.0880161077592942e-07  |2.5643580113415526e-01  |9.9974356359006947e+02  |
1.1372000000000000e-02  |6.0835906236022015e-07  |2.5624941448582000e-01  |9.9974374997716041e+02  |
1.1372999999999999e-02  |6.0791683689831488e-07  |2.5606316385486716e-01  |9.9974393622823357e+02  |
1.1373999999999999e-02  |6.0747493415453516e-07  |2.5587704914203668e-01  |9.9974412234338809e+02  |
1.1375000000000000e-02  |6.0703335389337416e-07  |2.5569107024814108e-01  |9.9974430832272378e+02  |
1.1375999999999999e-02  |6.0659209587949756e-07  |2.5550522707406537e-01  |9.9974449416633922e+02  |
1.1377000000000000e-02  |6.0615115987774211e-07  |2.5531951952076659e-01  |9.9974467987433331e+02  |
1.1377999999999999e-02  |6.0571054565311651e-07  |2.5513394748927443e-01  |9.9974486544680542e+02  |
1.1379000000000000e-02  |6.0527025297080101e-07  |2.5494851088069037e-01  |9.9974505088385422e+02  |
1.1379999999999999e-02  |6.0483028159614736e-07  |2.5476320959618837e-01  |9.9974523618557885e+02  |
1.1380999999999999e-02  |6.0439063129467788e-07  |2.5457804353701458e-01  |9.9974542135207764e+02  |
1.1382000000000000e-02  |6.0395130183208643e-07  |2.5439301260448682e-01  |9.9974560638344951e+02  |
1.1382999999999999e-02  |6.0351229297423828e-07  |2.5420811669999538e-01  |9.9974579127979314e+02  |
1.1384000000000000e-02  |6.0307360448716905e-07  |2.5402335572500206e-01  |9.9974597604120686e+02  |
1.1384999999999999e-02  |6.0263523613708506e-07  |2.5383872958104109e-01  |9.9974616066778901e+02  |
1.1386000000000000e-02  |6.0219718769036340e-07  |2.5365423816971805e-01  |9.9974634515963839e+02  |
1.1387000000000000e-02  |6.0175945891355161e-07  |2.5346988139271059e-01  |9.9974652951685312e+02  |
1.1387999999999999e-02  |6.0132204957336762e-07  |2.5328565915176821e-01  |9.9974671373953151e+02  |
1.1389000000000000e-02  |6.0088495943669970e-07  |2.5310157134871192e-01  |9.9974689782777170e+02  |
1.1389999999999999e-02  |6.0044818827060595e-07  |2.5291761788543432e-01  |9.9974708178167180e+02  |
1.1391000000000000e-02  |6.0001173584231485e-07  |2.5273379866389989e-01  |9.9974726560132990e+02  |
1.1391999999999999e-02  |5.9957560191922446e-07  |2.5255011358614426e-01  |9.9974744928684379e+02  |
1.1393000000000000e-02  |5.9913978626890249e-07  |2.5236656255427486e-01  |9.9974763283831146e+02  |
1.1394000000000000e-02  |5.9870428865908658e-07  |2.5218314547047044e-01  |9.9974781625583080e+02  |
1.1394999999999999e-02  |5.9826910885768366e-07  |2.5199986223698118e-01  |9.9974799953949935e+02  |
1.1396000000000000e-02  |5.9783424663277030e-07  |2.5181671275612866e-01  |9.9974818268941510e+02  |
1.1396999999999999e-02  |5.9739970175259191e-07  |2.5163369693030557e-01  |9.9974836570567561e+02  |
1.1398000000000000e-02  |5.9696547398556335e-07  |2.5145081466197589e-01  |9.9974854858837818e+02  |
1.1398999999999999e-02  |5.9653156310026823e-07  |2.5126806585367484e-01  |9.9974873133762037e+02  |
1.1399999999999999e-02  |5.9609796886545923e-07  |2.5108545040800873e-01  |9.9974891395349937e+02  |
1.1401000000000000e-02  |5.9566469105005785e-07  |2.5090296822765495e-01  |9.9974909643611306e+02  |
1.1401999999999999e-02  |5.9523172942315399e-07  |2.5072061921536193e-01  |9.9974927878555832e+02  |
1.1403000000000000e-02  |5.9479908375400624e-07  |2.5053840327394900e-01  |9.9974946100193245e+02  |
1.1403999999999999e-02  |5.9436675381204135e-07  |2.5035632030630645e-01  |9.9974964308533231e+02  |
1.1405000000000000e-02  |5.9393473936685459e-07  |2.5017437021539551e-01  |9.9974982503585511e+02  |
1.1405999999999999e-02  |5.9350304018820927e-07  |2.4999255290424802e-01  |9.9975000685359794e+02  |
1.1406999999999999e-02  |5.9307165604603664e-07  |2.4981086827596685e-01  |9.9975018853865765e+02  |
1.1408000000000000e-02  |5.9264058671043607e-07  |2.4962931623372536e-01  |9.9975037009113100e+02  |
1.1408999999999999e-02  |5.9220983195167445e-07  |2.4944789668076772e-01  |9.9975055151111474e+02  |
1.1410000000000000e-02  |5.9177939154018625e-07  |2.4926660952040858e-01  |9.9975073279870549e+02  |
1.1410999999999999e-02  |5.9134926524657388e-07  |2.4908545465603329e-01  |9.9975091395400000e+02  |
1.1412000000000000e-02  |5.9091945284160693e-07  |2.4890443199109763e-01  |9.9975109497709479e+02  |
1.1413000000000000e-02  |5.9048995409622197e-07  |2.4872354142912778e-01  |9.9975127586808628e+02  |
1.1413999999999999e-02  |5.9006076878152317e-07  |2.4854278287372036e-01  |9.9975145662707087e+02  |
1.1415000000000000e-02  |5.8963189666878165e-07  |2.4836215622854246e-01  |9.9975163725414507e+02  |
1.1415999999999999e-02  |5.8920333752943545e-07  |2.4818166139733125e-01  |9.9975181774940472e+02  |
1.1417000000000000e-02  |5.8877509113508930e-07  |2.4800129828389436e-01  |9.9975199811294647e+02  |
1.1417999999999999e-02  |5.8834715725751444e-07  |2.4782106679210950e-01  |9.9975217834486625e+02  |
1.1419000000000000e-02  |5.8791953566864881e-07  |2.4764096682592451e-01  |9.9975235844526026e+02  |
1.1420000000000000e-02  |5.8749222614059736e-07  |2.4746099828935741e-01  |9.9975253841422420e+02  |
1.1420999999999999e-02  |5.8706522844563042e-07  |2.4728116108649628e-01  |9.9975271825185416e+02  |
1.1422000000000000e-02  |5.8663854235618495e-07  |2.4710145512149900e-01  |9.9975289795824597e+02  |
1.1422999999999999e-02  |5.8621216764486406e-07  |2.4692188029859358e-01  |9.9975307753349523e+02  |
1.1424000000000000e-02  |5.8578610408443654e-07  |2.4674243652207783e-01  |9.9975325697769767e+02  |
1.1424999999999999e-02  |5.8536035144783712e-07  |2.4656312369631950e-01  |9.9975343629094903e+02  |
1.1425999999999999e-02  |5.8493490950816630e-07  |2.4638394172575601e-01  |9.9975361547334501e+02  |
1.1427000000000000e-02  |5.8450977803869021e-07  |2.4620489051489461e-01  |9.9975379452498112e+02  |
1.1427999999999999e-02  |5.8408495681284046e-07  |2.4602596996831219e-01  |9.9975397344595262e+02  |
1.1429000000000000e-02  |5.8366044560421348e-07  |2.4584717999065528e-01  |9.9975415223635480e+02  |
1.1429999999999999e-02  |5.8323624418657156e-07  |2.4566852048663998e-01  |9.9975433089628314e+02  |
1.1431000000000000e-02  |5.8281235233384191e-07  |2.4548999136105187e-01  |9.9975450942583257e+02  |
1.1431999999999999e-02  |5.8238876982011641e-07  |2.4531159251874626e-01  |9.9975468782509847e+02  |
1.1432999999999999e-02  |5.8196549641965250e-07  |2.4513332386464765e-01  |9.9975486609417590e+02  |
1.1434000000000000e-02  |5.8154253190687167e-07  |2.4495518530374991e-01  |9.9975504423315965e+02  |
1.1434999999999999e-02  |5.8111987605636012e-07  |2.4477717674111643e-01  |9.9975522224214501e+02  |
1.1436000000000000e-02  |5.8069752864286893e-07  |2.4459929808187969e-01  |9.9975540012122667e+02  |
1.1436999999999999e-02  |5.8027548944131338e-07  |2.4442154923124151e-01  |9.9975557787049922e+02  |
1.1438000000000000e-02  |5.7985375822677287e-07  |2.4424393009447284e-01  |9.9975575549005771e+02  |
1.1439000000000000e-02  |5.7943233477449092e-07  |2.4406644057691390e-01  |9.9975593297999683e+02  |
1.1439999999999999e-02  |5.7901121885987526e-07  |2.4388908058397377e-01  |9.9975611034041083e+02  |
1.1441000000000000e-02  |5.7859041025849762e-07  |2.4371185002113063e-01  |9.9975628757139441e+02  |
1.1441999999999999e-02  |5.7816990874609302e-07  |2.4353474879393172e-01  |9.9975646467304216e+02  |
1.1443000000000000e-02  |5.7774971409856035e-07  |2.4335777680799317e-01  |9.9975664164544821e+02  |
1.1443999999999999e-02  |5.7732982609196253e-07  |2.4318093396899990e-01  |9.9975681848870693e+02  |
1.1445000000000000e-02  |5.7691024450252520e-07  |2.4300422018270579e-01  |9.9975699520291289e+02  |
1.1446000000000000e-02  |5.7649096910663749e-07  |2.4282763535493346e-01  |9.9975717178815989e+02  |
1.1446999999999999e-02  |5.7607199968085212e-07  |2.4265117939157421e-01  |9.9975734824454207e+02  |
1.1448000000000000e-02  |5.7565333600188462e-07  |2.4247485219858803e-01  |9.9975752457215356e+02  |
1.1448999999999999e-02  |5.7523497784661329e-07  |2.4229865368200351e-01  |9.9975770077108825e+02  |
1.1450000000000000e-02  |5.7481692499207926e-07  |2.4212258374791790e-01  |9.9975787684144029e+02  |
1.1450999999999999e-02  |5.7439917721548670e-07  |2.4194664230249693e-01  |9.9975805278330347e+02  |
1.1451999999999999e-02  |5.7398173429420191e-07  |2.4177082925197479e-01  |9.9975822859677135e+02  |
1.1453000000000000e-02  |5.7356459600575401e-07  |2.4159514450265418e-01  |9.9975840428193760e+02  |
1.1453999999999999e-02  |5.7314776212783453e-07  |2.4141958796090598e-01  |9.9975857983889625e+02  |
1.1455000000000000e-02  |5.7273123243829692e-07  |2.4124415953316966e-01  |9.9975875526774041e+02  |
1.1455999999999999e-02  |5.7231500671515693e-07  |2.4106885912595280e-01  |9.9975893056856376e+02  |
1.1457000000000000e-02  |5.7189908473659207e-07  |2.4089368664583122e-01  |9.9975910574145985e+02  |
1.1457999999999999e-02  |5.7148346628094231e-07  |2.4071864199944895e-01  |9.9975928078652180e+02  |
1.1458999999999999e-02  |5.7106815112670862e-07  |2.4054372509351810e-01  |9.9975945570384306e+02  |
1.1460000000000000e-02  |5.7065313905255431e-07  |2.4036893583481891e-01  |9.9975963049351674e+02  |
1.1460999999999999e-02  |5.7023842983730395e-07  |2.4019427413019961e-01  |9.9975980515563617e+02  |
1.1462000000000000e-02  |5.6982402325994323e-07  |2.4001973988657652e-01  |9.9975997969029436e+02  |
1.1462999999999999e-02  |5.6940991909961911e-07  |2.3984533301093375e-01  |9.9976015409758395e+02  |
1.1464000000000000e-02  |5.6899611713564023e-07  |2.3967105341032324e-01  |9.9976032837759840e+02  |
1.1464999999999999e-02  |5.6858261714747594e-07  |2.3949690099186499e-01  |9.9976050253043024e+02  |
1.1465999999999999e-02  |5.6816941891475656e-07  |2.3932287566274660e-01  |9.9976067655617248e+02  |
1.1467000000000000e-02  |5.6775652221727330e-07  |2.3914897733022342e-01  |9.9976085045491800e+02  |
1.1467999999999999e-02  |5.6734392683497813e-07  |2.3897520590161853e-01  |9.9976102422675910e+02  |
1.1469000000000000e-02  |5.6693163254798341e-07  |2.3880156128432264e-01  |9.9976119787178857e+02  |
1.1469999999999999e-02  |5.6651963913656234e-07  |2.3862804338579396e-01  |9.9976137139009927e+02  |
1.1471000000000000e-02  |5.6610794638114777e-07  |2.3845465211355835e-01  |9.9976154478178319e+02  |
1.1472000000000000e-02  |5.6569655406233319e-07  |2.3828138737520910e-01  |9.9976171804693286e+02  |
1.1472999999999999e-02  |5.6528546196087259e-07  |2.3810824907840691e-01  |9.9976189118564071e+02  |
1.1474000000000000e-02  |5.6487466985767930e-07  |2.3793523713087991e-01  |9.9976206419799917e+02  |
1.1474999999999999e-02  |5.6446417753382687e-07  |2.3776235144042354e-01  |9.9976223708410021e+02  |
1.1476000000000000e-02  |5.6405398477054838e-07  |2.3758959191490053e-01  |9.9976240984403591e+02  |
1.1476999999999999e-02  |5.6364409134923703e-07  |2.3741695846224095e-01  |9.9976258247789849e+02  |
1.1477999999999999e-02  |5.6323449705144492e-07  |2.3724445099044186e-01  |9.9976275498578002e+02  |
1.1479000000000000e-02  |5.6282520165888435e-07  |2.3707206940756750e-01  |9.9976292736777214e+02  |
1.1479999999999999e-02  |5.6241620495342603e-07  |2.3689981362174936e-01  |9.9976309962396704e+02  |
1.1481000000000000e-02  |5.6200750671710031e-07  |2.3672768354118584e-01  |9.9976327175445635e+02  |
1.1481999999999999e-02  |5.6159910673209681e-07  |2.3655567907414232e-01  |9.9976344375933172e+02  |
1.1483000000000000e-02  |5.6119100478076363e-07  |2.3638380012895127e-01  |9.9976361563868488e+02  |
1.1483999999999999e-02  |5.6078320064560834e-07  |2.3621204661401188e-01  |9.9976378739260747e+02  |
1.1484999999999999e-02  |5.6037569410929636e-07  |2.3604041843779036e-01  |9.9976395902119123e+02  |
1.1486000000000000e-02  |5.5996848495465268e-07  |2.3586891550881953e-01  |9.9976413052452745e+02  |
1.1486999999999999e-02  |5.5956157296465973e-07  |2.3569753773569904e-01  |9.9976430190270753e+02  |
1.1488000000000000e-02  |5.5915495792245907e-07  |2.3552628502709527e-01  |9.9976447315582277e+02  |
1.1488999999999999e-02  |5.5874863961135035e-07  |2.3535515729174131e-01  |9.9976464428396457e+02  |
1.1490000000000000e-02  |5.5834261781479130e-07  |2.3518415443843668e-01  |9.9976481528722400e+02  |
1.1490999999999999e-02  |5.5793689231639770e-07  |2.3501327637604755e-01  |9.9976498616569211e+02  |
1.1491999999999999e-02  |5.5753146289994302e-07  |2.3484252301350658e-01  |9.9976515691946008e+02  |
1.1493000000000000e-02  |5.5712632934935899e-07  |2.3467189425981294e-01  |9.9976532754861898e+02  |
1.1493999999999999e-02  |5.5672149144873469e-07  |2.3450139002403222e-01  |9.9976549805325942e+02  |
1.1495000000000000e-02  |5.5631694898231664e-07  |2.3433101021529629e-01  |9.9976566843347280e+02  |
1.1495999999999999e-02  |5.5591270173450934e-07  |2.3416075474280326e-01  |9.9976583868934938e+02  |
1.1497000000000000e-02  |5.5550874948987398e-07  |2.3399062351581773e-01  |9.9976600882098035e+02  |
1.1498000000000000e-02  |5.5510509203312929e-07  |2.3382061644367039e-01  |9.9976617882845619e+02  |
1.1498999999999999e-02  |5.5470172914915137e-07  |2.3365073343575801e-01  |9.9976634871186729e+02  |
1.1500000000000000e-02  |5.5429866062297276e-07  |2.3348097440154358e-01  |9.9976651847130461e+02  |
1.1500999999999999e-02  |5.5389588623978307e-07  |2.3331133925055617e-01  |9.9976668810685828e+02  |
1.1502000000000000e-02  |5.5349340578492879e-07  |2.3314182789239085e-01  |9.9976685761861916e+02  |
1.1502999999999999e-02  |5.5309121904391301e-07  |2.3297244023670871e-01  |9.9976702700667704e+02  |
1.1504000000000000e-02  |5.5268932580239531e-07  |2.3280317619323665e-01  |9.9976719627112232e+02  |
1.1505000000000000e-02  |5.5228772584619177e-07  |2.3263403567176752e-01  |9.9976736541204548e+02  |
1.1505999999999999e-02  |5.5188641896127475e-07  |2.3246501858216004e-01  |9.9976753442953634e+02  |
1.1507000000000000e-02  |5.5148540493377264e-07  |2.3229612483433862e-01  |9.9976770332368517e+02  |
1.1507999999999999e-02  |5.5108468354997016e-07  |2.3212735433829348e-01  |9.9976787209458166e+02  |
1.1509000000000000e-02  |5.5068425459630784e-07  |2.3195870700408050e-01  |9.9976804074231643e+02  |
1.1509999999999999e-02  |5.5028411785938187e-07  |2.3179018274182114e-01  |9.9976820926697894e+02  |
1.1510999999999999e-02  |5.4988427312594463e-07  |2.3162178146170251e-01  |9.9976837766865890e+02  |
1.1512000000000000e-02  |5.4948472018290400e-07  |2.3145350307397736e-01  |9.9976854594744623e+02  |
1.1512999999999999e-02  |5.4908545881732299e-07  |2.3128534748896368e-01  |9.9976871410343051e+02  |
1.1514000000000000e-02  |5.4868648881642027e-07  |2.3111731461704518e-01  |9.9976888213670145e+02  |
1.1514999999999999e-02  |5.4828780996756959e-07  |2.3094940436867079e-01  |9.9976905004734851e+02  |
1.1516000000000000e-02  |5.4788942205830036e-07  |2.3078161665435482e-01  |9.9976921783546118e+02  |
1.1516999999999999e-02  |5.4749132487629659e-07  |2.3061395138467694e-01  |9.9976938550112891e+02  |
1.1517999999999999e-02  |5.4709351820939736e-07  |2.3044640847028203e-01  |9.9976955304444118e+02  |
1.1519000000000000e-02  |5.4669600184559669e-07  |2.3027898782188017e-01  |9.9976972046548713e+02  |
1.1519999999999999e-02  |5.4629877557304295e-07  |2.3011168935024659e-01  |9.9976988776435610e+02  |
1.1521000000000000e-02  |5.4590183918003964e-07  |2.2994451296622173e-01  |9.9977005494113712e+02  |
1.1521999999999999e-02  |5.4550519245504441e-07  |2.2977745858071102e-01  |9.9977022199591954e+02  |
1.1523000000000000e-02  |5.4510883518666949e-07  |2.2961052610468491e-01  |9.9977038892879193e+02  |
1.1524000000000000e-02  |5.4471276716368074e-07  |2.2944371544917880e-01  |9.9977055573984353e+02  |
1.1524999999999999e-02  |5.4431698817499915e-07  |2.2927702652529305e-01  |9.9977072242916324e+02  |
1.1526000000000000e-02  |5.4392149800969921e-07  |2.2911045924419290e-01  |9.9977088899683997e+02  |
1.1526999999999999e-02  |5.4352629645700917e-07  |2.2894401351710839e-01  |9.9977105544296217e+02  |
1.1528000000000000e-02  |5.4313138330631142e-07  |2.2877768925533432e-01  |9.9977122176761873e+02  |
1.1528999999999999e-02  |5.4273675834714178e-07  |2.2861148637023032e-01  |9.9977138797089845e+02  |
1.1530000000000000e-02  |5.4234242136918992e-07  |2.2844540477322062e-01  |9.9977155405288988e+02  |
1.1531000000000000e-02  |5.4194837216229879e-07  |2.2827944437579409e-01  |9.9977172001368126e+02  |
1.1531999999999999e-02  |5.4155461051646502e-07  |2.2811360508950421e-01  |9.9977188585336148e+02  |
1.1533000000000000e-02  |5.4116113622183830e-07  |2.2794788682596895e-01  |9.9977205157201854e+02  |
